title,abstract,doi
"Four Shallow‐Depth, Shear‐Wave Feasibility Studies","Studies using a hammer‐impact source were made to evaluate the feasibility of using shallow‐depth, seismic shear‐wave methods to (1) detect earth fissures, (2) map an aguiclude, (3) locate a bedrock channel, and (4) study the fault and fracture system within a highly fractured welded tuff. For detecting earth fissures, a V/V (vertical‐impact, vertical‐geophone—recording both P-waves and vertically polarized shear waves, SV), 6-m common‐offset procedure was used; for mapping the aquiclude, an R/R (radial‐impact, radial‐geophone—recording predominantly SV), unbalanced‐split‐spread procedure; and for the bedrock channel search, a wide‐angle, T/T (transverse‐impact, transverse‐geophone—recording horizontally polarized shear waves, SH) reflection procedure. The principal result of these investigations is that it is technically feasible through use of shear‐wave methods to obtain reasonable solutions to the first three problems. For the tuff study, wave tests showed phase velocity differences between R/R and T/T recordings indicating shear‐wave splitting, and revealed a fault between blocks of seemingly similar lithology.",10.1190/1.1442999
Two‐Fold Resistivity Mapping Of Lateral Inhomogeneities,"In mining exploration and engineering studies, resistivity mapping is often used to locate and delineate laterally inhomogeneous structures. When surveying is done with a fixed current source, as in the dipole mapping method (Bibby and Risk, 1973; Keller et al., 1975) the simplicity in its application is often offset by the difficulty of contouring the existing anomalies and in estimating their magnitudes. More recently, Doicin (1976) proposed a bidirectional variation of the dipole mapping method, the quadripole‐quadripole method, which has been found to yield anomaly contours notably less affected by distortion than those obtained with the dipole mapping method. Furthermore, it has been shown that the quadripole apparent resistivity can, to a first approximation, be regarded as independent of the orientation of the source.",10.1190/1.1440810
S-Zero Stack: A Converted Wave Processing To Extract Subsurface Density Information,"Analyzing the Aki-Richards equation for converted waves, I found that it is possible to decouple the effect of density contrast from that of shear velocity contrast. The two terms were mixed when the P-wave incident angle was less than 30°, but they started to separate at a middle angle range (approximately 40°). The term related to S-wave velocity contrast reached zero at an incident angle around 60°. However, the other term, which was related to the density contrast, did not reverse polarity until 90°. Furthermore, this density term reached almost the maximum (magnitude) around 60°. Based on those characteristics, I designed a new method called ""S-Zero Stack"" to capture the density contrast reliably at the subsurface interface without going to inversion. S-Zero Stack captured subsurface density anomalies using a special stacking method. It is simple but robust, even when there is noise in the common-conversion-point gathers. Combined with the traditional P-wave amplitude-variation-with-offset technique, S-Zero Stack of PS-waves may help discriminate commercial gas from fizz in gas sand and could be a useful tool in shale gas exploration to locate lower-density anomalies (sweet spots).",10.1190/geo2013-0029.1
Low-Frequency Fluid Waves In Fractures And Pipes,"Low-frequency analytical solutions have been obtained for phase velocities of symmetrical fluid waves within both an infinite fracture and a pipe filled with a viscous fluid. Three different fluid wave regimes can exist in such objects, depending on the various combinations of parameters, such as fluid density, fluid viscosity, walls shear modulus, channel thickness, and frequency. Equations for velocities of all these regimes have explicit forms and are verified by comparisons with the exact solutions. The dominant role of fractures in rock permeability at field scales and the strong amplitude and frequency effects of Stoneley guided waves suggest the importance of including these wave effects into poroelastic theories.",10.1190/1.3484155
Vertical Seismic Profile Reflectivity: Ups Over Downs,"The idea of designing a deconvolution operator for the vertical seismic profile (VSP) based on its downgoing waves is well known (Anstey, 1976; Gaiser et al., 1984; Hubbard, 1979; Lee and Balch, 1983; Kennett et al., 1980). Many variations of the scheme exist. Anstey (1976) recommends the average of the downgoing wave from all levels as the basis for designing an inverse operator. Lee and Balch (1983) use the downgoing wave from a single level to deconvolve all the VSP traces. Gaiser et al. (1984) and Hubbard (1979) recommend doing the deconvolution independently at each depth level. As observed by Hubbard, there are similar disparities in the literature about whether all or only part of the downgoing wave train should be used in the design of an inverse operator. Although all of the above approaches are identical if multiples are generated in a limited zone near the sea bottom, they differ for more complex media. We recommend, and in this note we explore the theoretical properties of, the level‐by‐level deconvolution based on the entire downgoing wave train. The expressions we develop apply to the general case of the vertical VSP response to any number of horizontal layers with any degree of complexity in the process that generates multiples.",10.1190/1.1442379
"Correcting Amplitude, Time, And Phase Mis‐Ties In Seismic Data","Seismic lines from different vintages frequently mis‐tie where they intersect. The mis‐ties may stem from different amplitudes, a shift in time, or different wavelet character. We can correct these mis‐ties to a great extent by applying a scale factor, a static time shift, and a phase rotation to one of the lines. We describe algorithms to compute the amplitude, time, and phase differences at each intersection among a series of 2-D seismic lines. We can then use an iterative least‐squares technique to derive optimal mis‐tie corrections for each line. We include a necessary modification of the least‐squares technique for the nonlinear phase data. The various algorithms are stable, fast, and accurate. We have used them in conjunction with an interactive workstation seismic interpretation program for five years. The scalar mis‐tie corrections greatly enhance the consistency of the seismic data. We show the results of the mis‐tie package applied to a 20‐line survey consisting of five vintages of seismic data. The resulting mis‐tie corrections significantly improve the fit between the 20 lines.",10.1190/1.1443654
Acquisition Footprints And Seafloor Coupling In Multicomponent Obc Seismic Data,"In four-component (4-C) towed ocean-bottom-cable (OBC) data sets, acquisition footprints are often observed. Sometimes these exhibit a spatial period equal to the length of the receiver cable. I have analyzed a 2D 4-C OBC data set, looking at common-offset gathers (COG), spectral analyses, and hodogram analyses of the direct P-wave first breaks. The acquisition footprint is seen to be directly related to the following effects observed on a few of the multicomponent receivers, namely, those nearest to the towing vessel: significant delays on the inline component though not on the downgoing direct-P first breaks; depletion of higher frequencies (narrower bandwidth) on the inline component; and oscillatory motion closer to the vertical on the direct-P first breaks equivalent to decreased amplitude on the in-line component. This is interpreted to be a result of the towing procedure wherein the leading end of the cable, with the first few receiver modules, is raised from the seafloor and laid down again, relatively lightly, on top of seafloor material that might be poorly consolidated, while the trailing receivers are pulled through and down into this material. For these leading receiver modules, this results in poor inline horizontal coupling (i.e., slipping) and delayed P-S onsets due to their vertically higher positions (relative to the trailing receivers) and quite high near-seafloor    VP ∕ VS    ratios. To rectify this problem in future acquisition, a longer lead-in cable should prevent lifting of the leading receivers and allow all of them to couple with the seafloor in the same way. For data already acquired with an acquisition footprint on the inline component, a two-step process involving surface-consistent deconvolution or trace equalization and static correction is proposed.",10.1190/1.3294571
Bathymetric Effects And Corrections In Marine Csem Data,"The effect of seafloor topographic variations on controlled-source electromagnetic (CSEM) responses is investigated using a finite-difference modeling approach for both petroleum and gas-hydrate exploration scenarios. In a deepwater reservoir model, distortions in the inline electric field responses are mainly due to galvanic effects, particularly at long transmitter-receiver (Tx-Rx) offsets, and are characterized by persistent short-wavelength anomalies at all Tx-Rx offsets in the amplitude profiles. In a shallow-water reservoir model, the contribution of inductive effects to bathymetric distortions is large at short Tx-Rx offsets compared to the deepwater case, whereas at long offsets, the distortion pattern is mainly determined by the source-receiver geometry relative to the sea surface because of the airwave effect rather than by the resistivity variations associated with the seafloor topography. A simple correction technique, which is an extension of the topographic correction procedure for magnetotelluric data, is effective in removing the bathymetric distortions for the deep marine case, but cannot be used for the shallow-water case because of the airwave effect. For a gas-hydrate exploration model, it is shown that the bathymetric response can be large enough to mask the target response, because higher frequencies and shorter offsets need to be used to detect the shallow targets. However, the modeling study suggests that the shallow target response can be separated from the bathymetric distortions using the correction method.",10.1190/1.3552705
The Possibilities Of Least-Squares Migration Of Internally Scattered Seismic Energy,"Approximate images of the earth's subsurface structures are usually obtained by migrating surface seismic data. Least-squares migration, under the single-scattering assumption, is used as an iterative linearized inversion scheme to suppress migration artifacts, deconvolve the source signature, mitigate the acquisition fingerprint, and enhance the spatial resolution of migrated images. The problem with least-squares migration of primaries, however, is that it may not be able to enhance events that are mainly illuminated by internal multiples, such as vertical and nearly vertical faults or salt flanks. To alleviate this problem, we adopted a linearized inversion framework to migrate internally scattered energy. We apply the least-squares migration of first-order internal multiples to image subsurface vertical fault planes. Tests on synthetic data demonstrated the ability of the proposed method to resolve vertical fault planes, which are poorly illuminated by the least-squares migration of primaries only. The proposed scheme is robust in the presence of white Gaussian observational noise and in the case of imaging the fault planes using inaccurate migration velocities. Our results suggested that the proposed least-squares imaging, under the double-scattering assumption, still retrieved the vertical fault planes when imaging the scattered data despite a slight defocusing of these events due to the presence of noise or velocity errors.",10.1190/geo2014-0436.1
Ore Body Size Determination In Electrical Prospecting,A method of determination of the size of ore body associated with a mineralized intersection is presented which utilizes the primary voltage disturbance created by the body and the variation of the disturbance with electrode spacing. The form of the disturbance function is compared with theoretical curves based on the oblate spheroid.,10.1190/1.1437825
Tracking Of Velocity Variations At Depth In The Presence Of Surface Velocity Fluctuations,"We tested a small-scale experiment that is dedicated to the study of the wave separation algorithm and to the velocity variations monitoring problem itself. It handles the case in which velocity variations at depth are hidden by near-surface velocity fluctuations. Using an acquisition system that combines an array of sources and an array of receivers, coupled with controlled velocity variations, we tested the ability of beam-forming techniques to track velocity variations separately for body waves and surface waves. After wave separation through double beam forming, the arrival time variations of the different waves were measured through the phase difference between the extracted wavelets. Finally, a method was tested to estimate near-surface velocity variations using surface waves or shallow reflection and compute a correction to isolate target velocity variations at depth.",10.1190/geo2012-0071.1
The Application Of A Three‐Element Model To The S.P. And Resistivity Phenomena Evinced By Dirty Sands,"A simple resistor model consisting of three elements in parallel and representing (a) an element of solution and conducting solid particles in series, (b) an element of the solid particles only, and (c) an element of solution only, explains satisfactorily the experimental relationship between the conductivities of solutions used to saturate synthetic dirty sands and the conductivities of the saturated sands. The synthetic dirty sands consist of beds of ion‐exchange particles. The same model is applied to give a theoretical explanation of the potential differences between two different solutions when these meet in the interstices of a synthetic dirty sand; excellent agreement is observed between theory and experiment. It is found that both potentials and resistivities depend on the same geometrical parameters. Hence they can be related to each other. The relationship is derived between the self‐potential deflection and the resistivities of rock and invaded zone. It is compared to various formulae proposed by other investigators for interpreting logs in dirty sands. Conductivities and potential differences across plugs of ""synthetic dirty sands"" containing oil have been measured. At high oil saturations the potential differences are almost as high as those across a solid membrane containing the same ion‐exchange resin.",10.1190/1.1438201
Amplitude And Avo Responses Of A Single Thin Bed,"The seismic reflection characterizations of a thin layer are important for reservoir geophysics. However, discussions on the reflection for a thin layer are usually restricted to precritical angle incidence. In this work, an exact analytical solution is derived to model the reflection amplitude and amplitude variation with offset (AVO) responses of a single thin bed for arbitrary incident angles. The results show that the influence of an ultra‐thin bed is great for opposite‐polarity reflections and is small for identical‐polarity reflections. Opposite‐polarity precritical reflection amplitudes first decrease in magnitude with the wavelength/thickness ratio to a local minimum, then increase to a maximum, and finally decrease gradually to zero as the layer vanishes. Opposite‐polarity postcritical reflections monotonically decrease from near unity to zero, proportional to the thickness of the layer. Identical‐polarity precritical reflection amplitudes first increase in magnitude with the wavelength/thickness ratio to a local maximum, then decrease to a minimum, and finally increase to the amplitude of a single bottom reflection when the layer vanishes. Identical‐polarity postcritical reflections have magnitudes near unity. The AVO responses for both opposite and identical‐polarity acoustic thin beds gradually increase with angle. The influence of the Poisson's ratio of the thin bed is small for either small incidence angles or thicknesses less than 7% of the seismic wavelength, but is large for high incidence angles or thicknesses greater than 13% of the wavelength. A decrease of Poisson's ratio causes a pronounced AVO response that reaches its maximum at the quarter‐wavelength tuning thickness.",10.1190/1.1598108
Critical Porosity And Elastic Properties Of Microporous Mixed Carbonate-Siliciclastic Rocks,"By integrating elastic-property measurements and quantitative mineralogic and petrographic analyses of 45 mixed carbonate-siliciclastic samples from two wells drilled in Late Cretaceous rock of the South Provence Basin (southeast France), we can (1) identify and quantify the parameters controlling elastic properties; (2) demonstrate that micrite can be considered as a porous medium with a low critical porosity, averaging 18%; and (3) relate diagenetic transformations, pore-structure modifications, and elastic-property changes. Microporous carbonates with compact anhedral and euhedral microrhombic micrites display a steeper decrease in compressional and shear velocities with increasing porosity than do carbonate rocks with moldic, intergranular, or intercrystalline macroporosity. The low value of critical porosity estimated in micrites (18%), as well as the steep slopes of velocity-porosity relationships at low porosity, is believed to result from a pore-network geometry characterized by very flat, thin pores bounded by planar faces of micrite crystals. Cementation of microrhombic micrite steeply increases elastic moduli, whereas dissolution processes significantly increase porosity with low variations of elastic moduli. Thus, critical-porosity concepts can help describe and model elastic properties of micritic microporous carbonate.",10.1190/1.3043727
Quantifying The Uncertainty In An Avo Interpretation,"Lithologic interpretations of amplitude variation with offset (AVO) information are ambiguous both because different lithologies occupy overlapping ranges of elastic properties, and because angle‐dependent reflection coefficients estimated from seismic data are uncertain. This paper presents a method for quantifying and combining these two components of uncertainty to get a full characterization of the uncertainty associated with an AVO‐based lithologic interpretation. The result of this approach is a compilation of all the lithologies that are consistent with the observed AVO behavior, along with a probability of occurrence for each lithology. A 2‐D line from the North Sea illustrates how the method might be applied in practice. For any data set, the interaction between the geologic and measurement components of uncertainty may significantly affect the overall uncertainty in a lithologic interpretation.",10.1190/1.1451395
The Amount And Distribution Of Seismic And Gravity Exploration In The Gulf Coast Through 1936,"Maps are presented to show the accumulated density of exploration by the reflection seismograph and the torsion balance for one hundred fourteen counties and parishes comprising the Gulf Coasts of Texas and Louisiana. The conclusion is drawn that the conspicuous overruns of exploration for these two methods indicated by this survey are a natural consequence of complete surveys for this area by these companies exploring on a coastwide scale. These coastwide coverages represent prospect discovery by the method in question, and are considered to be good practice in view of the probable introduction of new methods of higher finding power.",10.1190/1.1438060
Elimination Of Secondary Pressure Pulses In Offshore Exploration (A Model Study),"The behavior of the gas bubble generated by explosive charges fired below the ocean's surface has been studied by means of a scale model. The motion of the bubble was recorded using a high‐speed camera. A small pressure detector was used to record the pressure variation near the bubble. The behavior of the bubble generated by the equivalent of a 15‐lb charge was studied with the bubble subjected to the following boundary conditions: a single charge at various depths below the liquid surface, two charges on a vertical axis at various separations and various depths, two charges on a horizontal axis at various separations, a single charge at various separations below a solid plate, and a single charge at various separations to the side of the solid cylinder. Of these methods, the only one which appeared promising was the location of two charges on a vertical axis with both charges within 20 ft of the surface.",10.1190/1.1438491
Induced-Polarization Detection And Mapping Of Contaminant Plumes,"Several laboratory and scaled model investigations suggest that organic contaminants affect the surface electrical properties of exposed soils/rocks and therefore produce measurable induced polarization (IP) signatures. However, there is little field evidence of an IP methodology for contaminant mapping. A 2D time-domain IP method is developed for mapping the FS-12 contaminant plume at the Massachusetts Military Reservation (MMR) located in Cape Cod, Massachusetts. The FS-12 plume consists of approximately   265  m3    of fuel that erupted from a broken underground pipeline in the early 1970s. Benzene and ethylene dibromide (EDB) are the primary contaminants at FS-12, with concentrations exceeding the allowed maximum concentration levels (MCL), while other constituents of the plume did not exceed their MCL. Therefore, the contaminants of interest are benzene and EDB, partly because of their health risk and partly because they present the highest concentrations (2400 and   1000 μg∕L  , respectively) among the plume constituents and are therefore more likely to be related to the polarization source. IP data were acquired along a survey line that partially transects the plume extending over contaminated and uncontaminated zones and were inverted to give 2D resistivity and chargeability plots to   100 m   depth and a horizontal extent of   400 m  . By separately inverting IP data derived from time windows located at short and long decay times, a time-domain gross (spectral) chargeability difference is produced. Both the chargeability and gross spectral chargeability difference show good agreement with the known location of the plume from monitoring wells, with the IP chargeability section suggesting contaminant distribution detail that cannot otherwise be inferred from the sparse borehole distribution.",10.1190/1.2196873
Note On The Transmission Of Radio Waves Through The Earth,Experiments are described and data reported on the attenuation suffered by radio signals in passing through shallow layers of the earth. Comparison is made between the measured attenuations and values computed from published formulae.,10.1190/1.1445022
"Effects Of Fractal Fluctuations In Topographic Relief, Permittivity And Conductivity On Ground‐Penetrating Radar Antenna Radiation","Typical ground‐penetrating radar (GPR) transmitters and receivers are dipole antennas. These antennas have pronounced directivity properties and exhibit strong coupling to interfaces across which there are changes in electric material properties. Antenna coupling to the surface of idealized half‐space models has been the subject of intense research for several decades. In contrast, the behavior of antennas in the vicinity of interfaces with realistic topographic fluctuations and/or subsurface heterogeneities has been largely unexplored. To explore this issue, we simulate the responses of a typical surface GPR antenna system located on a suite of realistic fractal earth models using the finite‐difference time‐domain (FDTD) method. The models are characterized by topographic roughness of the air–soil interface and small‐scale heterogeneous distributions of permittivity and conductivity in the subsurface. Synthetic radiation patterns and input impedance values of the simulated GPR antenna system demonstrate that topographic roughness significantly affects the coupling of the antenna to the ground, whereas heterogeneities in the subsurface predominantly influence the antenna radiation through scattering and absorption along the propagation path.",10.1190/1.1635047
Plane‐Layer Prestack Inversion In The Presence Of Surface Reverberation,"Experiments with synthetic data have indicated that generalized linear inversion may be used to estimate compressional velocities as a function of depth with high resolution directly from band‐limited, unstacked data. The ocean surface was not included in these experiments. In the presence of strong surface multiples, inversion is expected to take longer and be less accurate, because events from multiple surface reflections overlie primary events and normally have differing moveout. Existing velocity‐analysis techniques rely on the ability of an observer to make the difficult distinction between multiples and primaries. Equations are provided for adding the surface to the inversion procedure. This involves adding the surface effects to the Jacobian matrix as well as to the forward modeling procedure. To speed computation, the addition of the surface effects to the Jacobian matrix is delayed until after the matrix has been multiplied by a vector in the linear‐equation solution. Absorption is added to the inversion to represent the real world more closely and to improve computation speed by reducing sampling requirements. Realistic synthetic band‐limited data with high surface reverberation content were generated from a well‐log velocity profile. The inversion recovered the velocity profile to within 3 percent when a velocity increasing linearly with depth was used as a starting profile. The error in the model‐generated seismogram converges from 100 percent to within 2 percent of the reference data. The positions of interfaces are located more accurately at greater depths than at shallower depths because more sensors are observing deep strata than shallow strata. Convergence is to within 0.1 percent of that of the reference data at the maximum depth. The computation required 25 iterations and a total time of 66 hours on a DEC VAX 11/780. Reducing this time should be possible. In a preliminary study of the effects of noise, additive Gaussian noise was seen to limit the accuracy of the velocity estimate monotonically as the variance of the added noise was increased.",10.1190/1.1442225
Converted-Wave Splitting Estimation And Compensation,"Converted-wave (C-wave) splitting estimation and compensation (SEAC) estimates and removes the effects of shear-wave splitting from C-wave data. A locally 1D earth is assumed where a priori rotation of the field data to radial-transverse coordinates is valid. Subsurface fractures (horizontal transverse isotropy [HTI] layers are assumed) polarize C-wave reflection energy onto the transverse component, and introduce azimuth-dependent traveltime variations to the radial component. SEAC estimates the fast principal direction of the fractures, and the amount of traveltime splitting, from input radial and transverse azimuth-sectored stacks. SEAC also produces a splitting-compensated radial component, and a data misfit transverse component. Local fracture variations not accounted for in the coarse-interval inversion may be interpreted in the data misfit. Synthetic data generated by anisotropic reflectivity modeling for a model containing two HTI layers having different principal directions was used to illustrate SEAC. The field data example used was from a large3-C, 3D Vectorseis survey from onshore China. Preprocessed C-wave data (radial and transverse components) were prestack time migrated into offset planes within 10-degree azimuth sectors. These data were then corrected for residual moveout (azimuth-independent correction), and stacked over offset to produce azimuth-sectored stack gathers that were input to SEAC. SEAC estimated the azimuth of the fast principal direction  ϕfast  and the amount of traveltime splitting   Δ tsplit    that describe the overburden anisotropy. Spatially variable parameter estimates for the entire 3D data set, (   ϕfast =90°±20°   and   Δ tsplit =28±20 ms  ), produce significantly reduced energy on the transverse component at all record times after inversion. Azimuth-dependent traveltime variations on the input radial data were also significantly reduced at all record times, resulting in a postinversion radial full-azimuth stack having improved reflection continuity and temporal bandwidth. The data misfit (transverse component after inversion) potentially revealed local variations in shear-wave splitting not accounted for by the overburden layer-stripping correction.",10.1190/1.3036009
Head Waves From A Bed Of Finite Thickness,"The behavior of the head wave from a high‐speed layer embedded in a low‐speed half‐space has been investigated with two‐dimensional seismic models. Twelve layer thicknesses ranging from four wavelengths to one‐tenth wavelength were used. A simple theory based on interference between the head wave and the reflections from the bottom of the layer gave amplitude‐distance values which agreed with the observations for layer thicknesses down to about one‐third of a wavelength. For thick layers, the experimental amplitude dependence on distance was different from the theoretical law (−3/2 power of the distance). The velocity minimum for thin layers discovered by Lavergne was confirmed and a possible slight velocity maximum at intermediate layer thicknesses noted. The velocity for zero layer thickness appeared to be greater than the free bar velocity. Systematic variations of head‐wave spectra with layer thickness occurred.",10.1190/1.1439096
Structure Of The Seg Point Data Exchange And Field Formats (A Proposed Seg Digital Recording Standard)—Specification,"Editor's Note: This is an interim report from the Potential Fields and Positioning Subcommittee. Comment is invited. Technological progress in all fields of endeavor depends upon three things—namely, methodology, metrology, and standardization. The aim of this paper is to contribute a proposed standard in the belief that it will reduce a great deal of tedious effort that authors are all too familiar with and make a small contribution to the geophysical state of the art.",10.1190/1.1440823
"High-Resolution Passive Seismic Tomography For 3D Velocity, Poisson'S Ratio Ν, And P-Wave Quality Qp In The Delvina Hydrocarbon Field, Southern Albania","We have studied using traveltimes of P- and S-waves and initial seismic-pulse rise-time measurements from natural microearthquakes to derive 3D P-wave velocity VP information (mostly structural) as well as P- and S-wave velocity VP/VS and P-wave quality factor QP information (mostly lithologic) in a known hydrocarbon field in southern Albania. During a 12-month monitoring period, 1860 microearthquakes were located at a 50-station seismic network and were used to obtain the above parameters. The data set included earthquakes with magnitudes ranging from –0.1 to 3.0 R (Richter scale) and focal depths typically occurring between 2 and 10 km. Kohonen neural networks were implemented to facilitate the lithological classification of the passive seismic tomography (PST) results. The obtained results, which agreed with data from nearby wells, helped delineate the structure of the reservoir. Two subregions of the investigated area, one corresponding to an oil field and one to a gas field, were correlated with the PST results. This experiment showed that PST is a powerful new geophysical technique for exploring regions that present seismic penetration problems, difficult topographies, and complicated geologies, such as thrust-belt regions. The method is economical and environmentally friendly, and it can be used to investigate very large regions for the optimal design of planned 2D or 3D conventional geophysical surveys.",10.1190/1.3560016
A New Method For The Automatic Interpretation Of Schlumberger And Wenner Sounding Curves,"A fast iterative method for the automatic interpretation of Schlumberger and Wenner sounding curves is based on obtaining interpreted depths and resistivities from shifted electrode spacings and adjusted apparent resistivities, respectively. The method is fully automatic. It does not require an initial guess of the number of layers, their thicknesses, or their resistivities; and it does not require extrapolation of incomplete sounding curves. The number of layers in the interpreted model equals the number of digitized points on the sounding curve. The resulting multilayer model is always well‐behaved with no thin layers of unusually high or unusually low resistivities. For noisy data, interpretation is done in two sets of iterations (two passes). Anomalous layers, created because of noise in the first pass, are eliminated in the second pass. Such layers are eliminated by considering the best‐fitting curve from the first pass to be a smoothed version of the observed curve and automatically reinterpreting it (second pass). The application of the method is illustrated by several examples.",10.1190/1.1442648
"The Nth‐Root Stack: Theory, Applications, And Examples","Multichannel geophysical data are usually stacked by calculating the average of the observations on all channels. In the Nth‐root stack, the average of the Nth root of each observation is raised to the Nth power, with the signs of the observations and average maintained. When N = 1, the process is identical to conventional linear stacking or averaging. Nth‐root stacking has been applied in the processing of seismic refraction and teleseismic array data. In some experiments and certain applications it is inferior to linear stacking, but in others it is superior. Although the variance for an Nth‐root stack is typically less than for a linear stack, the mean square error is larger, because of signal attenuation. The fractional amount by which the signal is attenuated depends in a complicated way on the number of data channels, the order (N) of the stack, the signal‐to‐noise ratio, and the noise distribution. Because the signal‐to‐noise ratio varies across a wavelet, peaking where the signal is greatest and approaching zero at the zero‐crossing points, the attenuation of the signal varies across a wavelet, thereby producing signal distortion. The main visual effect of the distortion is a sharpening of the legs of the wavelet. However, the attenuation of the signal is accompanied by a much greater attenuation of the background noise, leading to a significant contrast enhancement. It is this sharpening of the signal, accompanied by the contrast enhancement, that makes the technique powerful in beam‐steering applications of array data. For large values of N, the attenuation of the signal with low signal‐to‐noise ratios ultimately leads to its destruction. Nth‐root stacking is therefore particularly powerful in applications where signal sharpening and contrast enhancement are important but signal distortion is not.",10.1190/1.1442045
Outcrop Topography As A Proxy Of Acoustic Impedance In Synthetic Seismograms,"Two‐dimensional seismic models of geologic data are usually based on simplified impedance functions: large ""seismic‐scale"" lithologic blocks exhibit uniform impedance values, and abrupt changes in impedance occur at the boundaries of these lithologic blocks. For outcrop‐based seismic models, erosional slope topography may be one possible proxy for impedance that is relatively easy to measure in outcrop. In this paper, we use terrestrial photogrammetric techniques to establish the relationship between outcrop topography, expressed as the rock slope angle, and impedance for a marl‐limestone terrain in the Vercors, southeast France. The photogrammetric surveys were combined with sedimentologic descriptions and petrophysical measurements (including P‐wave velocity, bulk‐density, clay content, and porosity). The slope angle along a particular vertical profile was then converted into a pseudoimpedance log, which was subsequently used to construct 1-D synthetic seismograms. A comparison of these new seismograms with published seismic models of the same area revealed the benefits of the new approach, in particular for seismic modeling using high‐frequency source wavelets.",10.1190/1.1444094
A Proposed Geophysical Program Of Exploration For Nebraska And The Dakotas,"The known geological information, particularly with reference to possible oil‐producing horizons, is discussed briefly. A method is proposed whereby the area is subjected to a reconnaissance seismic survey to determine the location of the major structural features, followed by other methods of successively higher resolving power in the favorable areas outlined by the reconnaissance.",10.1190/1.1437091
3D Seismic Image Processing For Unconformities,"In seismic images, an unconformity can be first identified by reflector terminations (i.e., truncation, toplap, onlap, or downlap), and then it can be traced downdip to its corresponding correlative conformity, or updip to a parallel unconformity; for example, in topsets. Unconformity detection is a significant aspect of seismic stratigraphic interpretation, but most automatic methods work only in 2D and can only detect angular unconformities with reflector terminations. Moreover, unconformities pose challenges for automatic techniques used in seismic interpretation. First, it is difficult to accurately estimate normal vectors or slopes of seismic reflectors at an unconformity with multioriented structures due to reflector terminations. Second, seismic flattening methods cannot correctly flatten reflectors at unconformities that represent hiatuses or geologic age gaps. We have developed a 3D unconformity attribute computed from a seismic amplitude image to detect unconformities by highlighting the angular unconformities and corresponding parallel unconformities or correlative conformities. These detected unconformity surfaces were further used as constraints for a structure-tensor method to more accurately estimate seismic normal vectors at unconformities. Finally, using detected unconformities as constraints and more accurate normal vectors, we could better flatten seismic images with unconformities.",10.1190/geo2014-0323.1
Extended Walton Third-Order Elastic Coefficients Modified By An Anisotropic And Stress-Dependent Coordination Number,"Relating subsurface stress to velocity anisotropy can provide quantitative insight into the effects of reservoir production. Rock-physics models using effective medium theory for unconsolidated sands can be built to establish this link, although empirical corrections are often required. In pursuit of this goal, fractional changes in elastic moduli have been related to fractional changes in stress through a perturbation analysis of the extended Walton model. The stress path considered was composed of isotropic loading followed by an arbitrary stress perturbation. The coefficients derived are dependent on granular elastic moduli and the proportion of grains with no-slip contacts but are conveniently independent of strain and porosity. A modification of these relationships has been introduced using an anisotropic stress-dependent coordination number, whose parameters can be derived from isotropic moduli-stress experiments. The inclusion of an anisotropic coordination number improved the model's fit to experimental results of unconsolidated sands subject to anisotropic loading.",10.1190/geo2013-0127.1
Adaptive Focusing Window For Seismic Angle Migration,"Kirchhoff migration is based on a continuous integral ranging from minus infinity to plus infinity. The necessary discretization and truncation of this integral introduces noise in the migrated image. The attenuation of this noise has been studied by many authors who propose different strategies. The main idea is to limit the migration operator around the specular point. This means that the specular point must be known before migration and that a criterion exists to determine the size of the migration operator. We propose an original approach to estimate the size of the focusing window, knowing the geologic dip. The approach benefits from the use of prestack depth migration in angle domain, which is recognized as the most artifact-free Kirchhoff-type migration. The main advantages of the method are ease of implementation in an existing angle-migration code (two or three dimensions), user friendliness, ability to take into account multiorientation of the local geology as in faulted regions, and flexibility with respect to the quality of the estimated geologic dip field. Common-image gathers resulting from the method are free from migration noise and can be postprocessed in an easier way. We validate the approach and its possibilities on synthetic data examples with different levels of complexity.",10.1190/1.3002768
"Density‐Based Reflectivity In Seismic Exploration For Coal In Alberta, Canada","At a coal field in central Alberta, Canada, the acoustic reflectivity of shallow coal seams was found to be dominated by the density contrast between coal and host bentonitic sediments. Sonic logs and a check‐shot survey showed that the compressional‐wave velocity is almost constant through the coal zone and the overlying sediments, and ranges in value between 2000 m/s and 2350 m/s over different parts of the coal field. The average coal density is 1400kg/m3, whereas the density of the sediments is about 2200kg/m3. Results are illustrated using logs from a typical drillhole in the coal field. At this location, the time reflectivity sequence based on both the density and sonic logs is very similar to that obtained when the density log only is used, with a constant velocity assumed through the coal zone. At another drillhole location in the coal field, where reflection seismic data had been acquired, a synthetic seismogram generated from the density log closely matches the stacked seismic section.",10.1190/1.1442950
